ITEM_ID,GENRE,YEAR,CREATION_TIMESTAMP
81,Crime|Drama|Romance,1995,0
82,Comedy|Drama,1995,0
83,Drama|Romance,1995,0
85,Drama|Romance,1995,0
86,Action|Adventure|Drama,1996,0
87,Children|Comedy,1996,0
88,Comedy,1996,0
89,Action|Thriller,1995,0
92,Drama|Horror|Thriller,1996,0
93,Comedy|Horror|Romance,1995,0
94,Comedy|Drama|Romance,1996,0
95,Action|Adventure|Thriller,1996,0
96,Comedy|Drama,1995,0
97,Crime|Drama,1995,0
99,Documentary,1995,0
100,Drama|Thriller,1996,0
101,Adventure|Comedy|Crime|Romance,1996,0
102,Comedy,1996,0
103,Mystery|Sci-Fi|Thriller,1996,0
104,Comedy,1996,0
105,Drama|Romance,1995,0
106,Comedy|Drama,1994,0
107,Adventure|Children|Comedy|Musical,1996,0
108,Documentary,1996,0
110,Action|Drama|War,1995,0
111,Crime|Drama|Thriller,1976,0
112,Action|Adventure|Comedy|Crime,1995,0
113,Drama|Mystery,1996,0
116,Documentary,1995,0
117,Crime|Drama,1995,0
118,Comedy|Romance,1996,0
119,Comedy,1995,0
121,Drama,1992,0
122,Comedy|Romance,1992,0
123,Drama|Mystery|Romance,1994,0
125,Comedy,1996,0
126,Adventure|Children|Fantasy,1994,0
128,Documentary,1994,0
129,Comedy|Romance,1996,0
132,Thriller,1995,0
135,Comedy,1996,0
137,Documentary,1995,0
140,Drama|Romance,1996,0
141,Comedy,1996,0
144,Comedy,1995,0
145,Action|Comedy|Crime|Drama|Thriller,1995,0
146,Adventure|Children,1995,0
147,Drama,1995,0
148,Drama,1995,0
149,Crime|Drama|Thriller,1994,0
150,Adventure|Drama|IMAX,1995,0
151,Action|Drama|Romance|War,1995,0
152,Drama|Horror,1995,0
153,Action|Adventure|Comedy|Crime,1995,0
154,Drama,1967,0
155,Adventure|Drama|War,1995,0
156,Comedy|Drama,1995,0
157,Comedy|War,1995,0
158,Adventure|Children,1995,0
159,Crime|Drama|Mystery,1995,0
160,Action|Adventure|Mystery|Sci-Fi,1995,0
161,Drama|Thriller|War,1995,0
162,Documentary,1994,0
163,Action|Romance|Western,1995,0
164,Crime|Film-Noir|Mystery|Thriller,1995,0
165,Action|Crime|Thriller,1995,0
166,Comedy|Crime|Drama,1995,0
168,Action|Drama|Romance,1995,0
169,Adventure|Children|Drama,1995,0
170,Action|Adventure|Crime|Thriller,1995,0
171,Comedy|Drama,1995,0
172,Action|Sci-Fi|Thriller,1995,0
173,Action|Crime|Sci-Fi,1995,0
174,Comedy,1995,0
175,Drama,1995,0
176,Comedy,1995,0
177,Horror,1995,0
178,Comedy|Drama,1993,0
179,Drama|Romance,1995,0
180,Comedy|Romance,1995,0
181,Action|Children,1995,0
183,Comedy|Horror|Thriller,1994,0
184,Drama,1994,0
185,Action|Crime|Thriller,1995,0
186,Comedy|Romance,1995,0
187,Comedy,1995,0
188,Fantasy|Horror|Mystery,1995,0
189,Comedy|Fantasy,1995,0
190,Thriller,1995,0
191,Drama|Romance,1995,0
193,Drama,1995,0
194,Comedy|Drama,1995,0
195,Comedy|Drama|Romance,1995,0
196,Horror|Sci-Fi,1995,0
198,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,0
199,Drama|Musical|Romance,1964,0
201,Drama|Fantasy,1995,0
202,Drama|Romance,1995,0
203,Comedy,1995,0
204,Action,1995,0
205,Comedy|Drama,1995,0
206,Documentary,1995,0
207,Drama|Romance,1995,0
208,Action|Adventure|Sci-Fi,1995,0
209,Drama,1995,0
210,Western,1995,0
211,Drama,1994,0
212,Adventure|Comedy|Crime|Mystery,1995,0
213,Drama,1994,0
214,Drama|War,1994,0
215,Drama|Romance,1995,0
216,Comedy,1995,0
217,Drama|Thriller,1995,0
218,Comedy|Drama,1995,0
219,Drama,1995,0
220,Horror,1995,0
222,Drama|Romance,1995,0
223,Comedy,1994,0
224,Comedy|Drama|Romance,1995,0
225,Drama|Thriller,1994,0
227,Action|Thriller,1994,0
228,Comedy,1995,0
229,Drama|Thriller,1994,0
230,Drama|Thriller,1995,0
231,Adventure|Comedy,1994,0
232,Comedy|Drama|Romance,1994,0
233,Drama,1994,0
234,Comedy,1994,0
235,Comedy|Drama,1994,0
236,Action|Comedy|Romance,1995,0
237,Comedy|Romance,1995,0
238,Adventure|Children,1995,0
239,Animation|Children|Comedy|Romance,1995,0
240,Thriller,1995,0
241,Children|Drama,1995,0
242,Drama|Musical,1994,0
243,Children|Comedy|Fantasy,1995,0
246,Documentary,1994,0
247,Crime|Drama,1994,0
248,Comedy,1994,0
249,Drama|Romance,1994,0
250,Children|Comedy,1995,0
251,Action,1995,0
252,Comedy|Romance,1994,0
253,Drama|Horror,1994,0
254,Drama,1995,0
255,Comedy,1995,0
256,Comedy|Sci-Fi,1994,0
257,Mystery|Thriller,1995,0
258,Adventure|Children|Comedy|Fantasy|Romance,1995,0
259,Crime|Drama|Thriller,1995,0
260,Action|Adventure|Sci-Fi,1977,0
261,Drama,1994,0
262,Children|Drama,1995,0
263,Drama,1994,0
265,Drama|Fantasy|Romance,1992,0
266,Drama|Romance|War|Western,1994,0
267,Comedy,1995,0
269,Drama,1993,0
270,Drama|Romance,1994,0
271,Drama,1995,0
272,Comedy|Drama,1994,0
273,Drama|Horror|Sci-Fi,1994,0
274,Comedy,1995,0
275,Comedy,1994,0
276,Comedy|Romance,1994,0
277,Drama,1994,0
278,Comedy,1995,0
279,Drama,1995,0
280,Drama|Thriller,1995,0
281,Comedy|Drama|Romance,1994,0
282,Drama,1994,0
283,Crime|Drama,1995,0
284,Action|Crime,1993,0
285,Drama|Horror,1993,0
287,Comedy|Romance,1994,0
288,Action|Crime|Thriller,1994,0
289,Comedy|Romance,1994,0
290,Crime|Drama,1994,0
291,Drama|Thriller,1996,0
292,Action|Drama|Sci-Fi|Thriller,1995,0
293,Action|Crime|Drama|Thriller,1994,0
294,Comedy|Romance,1995,0
295,Comedy|Romance,1995,0
296,Comedy|Crime|Drama|Thriller,1994,0
298,Drama,1992,0
299,Drama,1994,0
300,Drama,1994,0
301,Drama|Romance,1994,0
302,Drama|Romance,1994,0
303,Action|Thriller|Western,1995,0
304,Comedy|Drama,1995,0
305,Comedy,1994,0
306,Drama,1994,0
307,Drama,1993,0
308,Comedy|Drama,1994,0
310,Comedy,1995,0
311,Horror|Thriller,1994,0
312,Comedy,1995,0
313,Animation|Children,1994,0
314,Children|Drama|Fantasy|Mystery,1994,0
315,Action|Drama|Thriller,1994,0
316,Action|Adventure|Sci-Fi,1994,0
317,Comedy|Drama|Fantasy,1994,0
318,Crime|Drama,1994,0
319,Comedy|Drama|Thriller,1994,0
320,Film-Noir|Thriller,1993,0
321,Drama,1993,0
322,Comedy|Drama,1995,0
324,Comedy|Drama,1994,0
325,Comedy,1995,0
326,Drama,1994,0
327,Action|Comedy|Sci-Fi,1995,0
328,Horror|Thriller,1995,0
329,Adventure|Drama|Sci-Fi,1994,0
330,Action|Crime|Horror,1995,0
331,Drama,1994,0
332,Horror|Sci-Fi,1995,0
333,Comedy,1995,0
334,Drama,1994,0
335,Mystery|Thriller,1995,0
336,Drama|War,1995,0
337,Drama,1993,0
338,Action|Sci-Fi|Thriller,1995,0
339,Comedy|Romance,1995,0
340,Adventure|Drama|War,1994,0
341,Drama,1994,0
342,Comedy,1994,0
343,Children,1995,0
344,Comedy,1994,0
345,Comedy|Drama,1994,0
346,Drama|Musical,1993,0
347,Drama|Film-Noir|Romance,1992,0
348,Comedy,1994,0
349,Action|Crime|Drama|Thriller,1994,0
350,Drama|Mystery|Thriller,1994,0
351,Comedy|Drama|Romance,1994,0
352,Comedy|Drama,1994,0
353,Action|Crime|Fantasy|Thriller,1994,0
354,Drama,1994,0
355,Children|Comedy|Fantasy,1994,0
356,Comedy|Drama|Romance|War,1994,0
357,Comedy|Romance,1994,0
358,Drama,1995,0
359,Comedy|Drama|Romance,1994,0
360,Action|Comedy,1994,0
361,Comedy|Drama|Romance,1994,0
362,Adventure|Children|Romance,1994,0
363,Documentary,1993,0
364,Adventure|Animation|Children|Drama|Musical|IMAX,1994,0
365,Drama,1993,0
366,Drama|Horror|Mystery|Thriller,1994,0
367,Action|Comedy|Crime|Fantasy,1994,0
368,Adventure|Comedy|Western,1994,0
369,Drama,1994,0
370,Action|Comedy,1994,0
371,Comedy|Drama,1994,0
372,Comedy|Drama|Romance,1994,0
373,Thriller,1992,0
374,Children|Comedy,1994,0
376,Action|Thriller,1994,0
377,Action|Romance|Thriller,1994,0
378,Comedy|Romance,1994,0
379,Action|Sci-Fi|Thriller,1994,0
380,Action|Adventure|Comedy|Romance|Thriller,1994,0
381,Drama|Romance,1994,0
382,Drama|Horror|Romance|Thriller,1994,0
383,Western,1994,0
384,Action|Crime|Drama,1995,0
385,Drama,1994,0
386,Drama,1994,0
387,Action|Comedy,1994,0
388,Drama,1995,0
389,Drama|Romance|War,1994,0
390,Action|Crime|Drama,1965,0
391,Crime|Drama,1994,0
393,Action|Adventure|Fantasy,1994,0
405,Action|Fantasy,1994,0
406,Drama,1994,0
407,Horror|Thriller,1995,0
408,Drama,1994,0
409,Crime|Drama,1994,0
410,Children|Comedy|Fantasy,1993,0
412,Drama,1993,0
413,Comedy,1994,0
414,Comedy,1994,0
415,Comedy|Thriller,1993,0
416,Western,1994,0
417,Comedy|Romance,1994,0
418,Drama,1993,0
419,Comedy,1993,0
420,Action|Comedy|Crime|Thriller,1994,0
421,Adventure|Children|Drama,1994,0
422,Thriller,1994,0
423,Action|Thriller,1994,0
424,Drama,1994,0
425,Drama|Romance,1994,0
426,Horror|Sci-Fi|Thriller,1993,0
427,Drama|Mystery|Romance|Thriller,1993,0
428,Drama,1993,0
429,Comedy,1994,0
430,Comedy|Drama,1993,0
431,Crime|Drama,1993,0
432,Adventure|Comedy|Western,1994,0
433,Comedy,1994,0
434,Action|Adventure|Thriller,1993,0
435,Comedy|Sci-Fi,1993,0
436,Drama|Thriller,1994,0
437,Comedy,1994,0
438,Action|Comedy|Drama,1994,0
440,Comedy|Romance,1993,0
441,Comedy,1993,0
442,Action|Adventure|Sci-Fi,1993,0
444,Comedy|Romance,1993,0
445,Comedy,1993,0
446,Drama|Romance,1993,0
448,Drama,1993,0
449,Comedy,1994,0
450,Comedy|Drama,1994,0
451,Drama|Mystery|Romance,1993,0
452,Drama,1994,0
453,Comedy|Romance,1993,0
454,Drama|Thriller,1993,0
455,Adventure|Children|Drama,1993,0
456,Crime|Drama|Thriller,1994,0
457,Thriller,1993,0
458,Drama|Western,1993,0
459,Action|Adventure|Crime|Drama|Romance|Thriller,1994,0
460,Comedy,1994,0
461,Drama|Romance,1994,0
464,Action|Adventure|Crime|Thriller,1993,0
466,Action|Comedy|War,1993,0
467,Comedy,1995,0
468,Comedy|Romance,1995,0
469,Drama|Romance,1993,0
470,Comedy,1994,0
471,Comedy,1994,0
472,Comedy|Drama,1994,0
473,Comedy|War,1994,0
474,Action|Thriller,1993,0
475,Drama,1993,0
476,Comedy|Drama,1994,0
477,Drama|Musical,1993,0
478,Comedy|Crime|Drama,1994,0
479,Action|Crime|Thriller,1993,0
480,Action|Adventure|Sci-Fi|Thriller,1993,0
481,Drama|Thriller,1993,0
482,Crime|Drama|Thriller,1994,0
484,Adventure|Children,1994,0
485,Action|Adventure|Comedy|Fantasy,1993,0
486,Comedy,1993,0
487,Comedy|Western,1994,0
488,Drama|Romance,1993,0
489,Comedy,1993,0
490,Thriller,1993,0
491,Drama,1993,0
492,Comedy|Mystery,1993,0
493,Action|Crime|Drama,1993,0
494,Action|Adventure|Thriller,1996,0
495,Drama,1976,0
496,Comedy|Drama|Romance|Thriller,1994,0
497,Comedy|Romance,1993,0
499,Comedy|Romance,1993,0
500,Comedy|Drama,1993,0
501,Drama,1993,0
502,Action|Children|Romance,1994,0
504,Action|Drama|Sci-Fi,1994,0
505,Comedy,1994,0
506,Drama|Fantasy|Romance,1992,0
507,Crime|Drama|Thriller,1993,0
508,Drama,1993,0
509,Drama|Romance,1993,0
510,Drama,1993,0
511,Action|Drama,1993,0
512,Horror|Sci-Fi,1994,0
513,Comedy|Mystery|Romance,1994,0
514,Comedy,1994,0
515,Drama|Romance,1993,0
516,Comedy|Drama,1994,0
517,Action|Drama|Mystery,1993,0
518,Comedy,1994,0
519,Action|Crime|Drama|Sci-Fi|Thriller,1993,0
520,Comedy,1993,0
521,Crime|Thriller,1993,0
522,Action|Drama,1992,0
523,Drama,1993,0
524,Drama,1993,0
526,Drama,1992,0
527,Drama|War,1993,0
528,Comedy|Drama,1994,0
529,Drama,1993,0
531,Children|Drama,1993,0
532,Comedy|Crime|Horror,1994,0
533,Action|Adventure|Fantasy|Mystery,1994,0
534,Drama|Romance,1993,0
535,Drama,1993,0
536,Drama,1994,0
537,Drama,1994,0
538,Drama,1993,0
539,Comedy|Drama|Romance,1993,0
540,Thriller,1993,0
541,Action|Sci-Fi|Thriller,1982,0
542,Comedy|Drama|Romance,1993,0
543,Comedy|Romance|Thriller,1993,0
544,Action|Crime,1993,0
546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,0
547,Action|Adventure|Thriller,1994,0
548,Action|Mystery|Thriller,1994,0
549,Drama|Musical,1993,0
550,Comedy|Romance,1994,0
551,Animation|Children|Fantasy|Musical,1993,0
552,Action|Adventure|Comedy|Romance,1993,0
553,Action|Drama|Western,1993,0
555,Crime|Thriller,1993,0
556,Documentary,1993,0
558,Action|Adventure|Animation|Children|Fantasy,1994,0
562,Comedy|Drama,1995,0
563,Drama|Romance,1993,0
564,Comedy,1994,0
567,Comedy|Drama,1993,0
568,Comedy|Drama,1993,0
569,Comedy|Drama,1994,0
573,Drama,1992,0
574,Comedy|Drama,1994,0
575,Children|Comedy,1994,0
577,Adventure|Children|Drama,1994,0
579,Crime|Thriller,1993,0
580,Drama,1994,0
581,Documentary,1995,0
583,Comedy|Drama,1994,0
585,Comedy,1995,0
586,Children|Comedy,1990,0
587,Comedy|Drama|Fantasy|Romance|Thriller,1990,0
588,Adventure|Animation|Children|Comedy|Musical,1992,0
589,Action|Sci-Fi,1991,0
590,Adventure|Drama|Western,1990,0
592,Action|Crime|Thriller,1989,0
593,Crime|Horror|Thriller,1991,0
594,Animation|Children|Drama|Fantasy|Musical,1937,0
595,Animation|Children|Fantasy|Musical|Romance|IMAX,1991,0
596,Animation|Children|Fantasy|Musical,1940,0
597,Comedy|Romance,1990,0
599,Adventure|Western,1969,0
600,Action|Comedy|Crime,1994,0
602,Documentary,1994,0
605,Drama|Romance,1996,0
606,Fantasy|Horror,1995,0
608,Comedy|Crime|Drama|Thriller,1996,0
609,Adventure|Children,1996,0
610,Action|Adventure|Animation|Horror|Sci-Fi,1981,0
611,Action|Horror|Sci-Fi,1996,0
612,Comedy,1996,0
613,Drama|Romance,1996,0
615,Comedy|Drama,1973,0
616,Animation|Children,1970,0
617,Comedy|Drama,1995,0
618,Comedy|Romance,1995,0
619,Comedy,1996,0
626,Comedy,1996,0
627,Drama|Thriller,1995,0
628,Crime|Drama|Mystery|Thriller,1996,0
631,Adventure|Animation|Children|Fantasy|Musical|Romance,1996,0
632,Drama|War,1995,0
633,Comedy,1995,0
634,Comedy,1995,0
635,Comedy|Drama,1996,0
636,Drama,1995,0
637,Comedy,1996,0
638,Romance,1995,0
639,Comedy|Drama,1996,0
640,Drama|Thriller,1996,0
645,Drama,1995,0
647,Action|Crime|Drama|War,1996,0
648,Action|Adventure|Mystery|Thriller,1996,0
649,Comedy|Drama,1995,0
650,Drama,1996,0
653,Action|Adventure|Fantasy,1996,0
656,Comedy,1996,0
661,Adventure|Animation|Children|Fantasy|Musical,1996,0
662,Thriller,1996,0
663,Comedy,1996,0
665,Comedy|Drama|War,1995,0
667,Action,1996,0
668,Drama,1955,0
670,Drama,1959,0
671,Comedy|Sci-Fi,1996,0
673,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,0
674,Adventure|Comedy|Sci-Fi,1968,0
678,Drama|Thriller,1993,0
679,Drama,1995,0
680,Drama|Mystery|Romance|Sci-Fi|Thriller,1965,0
685,Drama,1996,0
688,Action|Adventure|Comedy|War,1995,0
691,Comedy|Romance,1996,0
692,Action|Sci-Fi|Thriller,1996,0
694,Action|Crime|Drama,1996,0
695,Mystery|Thriller,1996,0
697,Drama|Romance,1996,0
698,Drama,1995,0
700,Comedy,1995,0
703,Drama,1996,0
704,Action|Adventure,1996,0
706,Drama,1996,0
707,Crime|Drama|Thriller,1996,0
708,Comedy|Romance,1996,0
709,Adventure|Animation|Children|Comedy|Musical,1988,0
710,Comedy,1996,0
711,Adventure|Children,1996,0
714,Drama|Mystery|Western,1995,0
715,Drama|Romance,1995,0
718,Comedy|Fantasy|Sci-Fi,1993,0
719,Comedy,1996,0
720,Adventure|Animation|Comedy,1996,0
722,Documentary,1996,0
724,Drama|Fantasy|Horror|Thriller,1996,0
725,Comedy,1996,0
726,Drama,1996,0
728,Comedy,1995,0
731,Crime|Thriller,1996,0
733,Action|Adventure|Thriller,1996,0
735,Horror,1994,0
736,Action|Adventure|Romance|Thriller,1996,0
737,Action|Sci-Fi,1996,0
741,Animation|Sci-Fi,1995,0
742,Horror|Thriller,1996,0
743,Comedy,1996,0
745,Animation|Children|Comedy,1995,0
747,Comedy,1996,0
748,Action|Sci-Fi|Thriller,1996,0
750,Comedy|War,1964,0
757,Drama,1994,0
759,Documentary,1994,0
760,Drama|War,1993,0
761,Action|Adventure,1996,0
762,Comedy|Crime,1996,0
764,Drama|Romance,1995,0
765,Comedy|Drama,1996,0
766,Drama,1996,0
773,Drama,1973,0
775,Horror|Mystery,1968,0
778,Comedy|Crime|Drama,1996,0
779,Drama|Romance,1997,0
780,Action|Adventure|Sci-Fi|Thriller,1996,0
781,Drama,1996,0
782,Drama|Thriller,1996,0
783,Animation|Children|Drama|Musical|Romance,1996,0
784,Comedy|Thriller,1996,0
785,Comedy,1996,0
786,Action|Drama|Thriller,1996,0
788,Comedy|Fantasy|Romance|Sci-Fi,1996,0
790,Drama,1994,0
791,Documentary,1994,0
795,Drama,1994,0
798,Action|Adventure|Drama|Thriller,1996,0
799,Comedy|Horror|Thriller,1996,0
800,Drama|Mystery|Western,1996,0
801,Children|Comedy,1996,0
802,Drama|Romance,1996,0
803,Comedy|Drama|Romance,1996,0
804,Comedy|Romance,1996,0
805,Drama|Thriller,1996,0
806,Crime|Drama,1996,0
808,Adventure|Children,1996,0
809,Action|Adventure,1996,0
810,Children|Comedy|Fantasy,1996,0
813,Comedy,1996,0
818,Comedy,1996,0
823,Drama,1967,0
824,Drama|Mystery,1993,0
828,Adventure|Children,1996,0
829,Comedy|Fantasy|Musical,1996,0
830,Comedy,1996,0
832,Crime|Thriller,1996,0
833,Comedy,1996,0
835,Drama,1996,0
836,Action|Adventure|Thriller,1996,0
837,Children|Comedy|Fantasy,1996,0
838,Comedy|Drama|Romance,1996,0
839,Action|Thriller,1996,0
840,Children|Comedy,1996,0
841,Horror,1959,0
842,Comedy|Horror,1996,0
848,Drama,1996,0
849,Action|Adventure|Sci-Fi|Thriller,1996,0
851,Drama,1996,0
852,Comedy|Drama|Romance,1996,0
858,Crime|Drama,1972,0
861,Action|Comedy|Crime|Thriller,1992,0
866,Crime|Drama|Romance|Thriller,1996,0
867,Comedy|Crime,1996,0
869,Crime|Drama|Musical|Thriller,1996,0
870,Comedy,1997,0
875,Action|Crime|Drama,1994,0
876,Action|Comedy|Crime|Thriller,1993,0
879,Horror|Thriller,1997,0
880,Sci-Fi|Thriller,1996,0
881,Children|Comedy,1996,0
882,Drama|Thriller,1996,0
885,Children|Drama|Fantasy,1996,0
886,Action|Comedy|Crime,1996,0
888,Adventure|Animation|Children|Musical,1995,0
889,Drama|Romance,1994,0
891,Horror|Thriller,1995,0
892,Comedy|Drama|Romance,1996,0
893,Drama,1996,0
896,Drama,1994,0
897,Adventure|Drama|Romance|War,1943,0
898,Comedy|Drama|Romance,1940,0
899,Comedy|Musical|Romance,1952,0
900,Musical|Romance,1951,0
901,Comedy|Musical,1957,0
902,Drama|Romance,1961,0
903,Drama|Mystery|Romance|Thriller,1958,0
904,Mystery|Thriller,1954,0
905,Comedy|Romance,1934,0
906,Drama|Thriller,1944,0
907,Comedy|Musical|Romance,1934,0
908,Action|Adventure|Mystery|Romance|Thriller,1959,0
909,Comedy|Drama|Romance,1960,0
910,Comedy|Crime,1959,0
911,Comedy|Crime|Mystery|Romance|Thriller,1963,0
912,Drama|Romance,1942,0
913,Film-Noir|Mystery,1941,0
914,Comedy|Drama|Musical|Romance,1964,0
915,Comedy|Romance,1954,0
916,Comedy|Drama|Romance,1953,0
917,Children|Drama,1939,0
918,Musical,1944,0
919,Adventure|Children|Fantasy|Musical,1939,0
920,Drama|Romance|War,1939,0
921,Comedy,1982,0
922,Drama|Film-Noir|Romance,1950,0
923,Drama|Mystery,1941,0
924,Adventure|Drama|Sci-Fi,1968,0
926,Drama,1950,0
927,Comedy,1939,0
928,Drama|Mystery|Romance|Thriller,1940,0
929,Drama|Film-Noir|Mystery|Thriller,1940,0
930,Film-Noir|Romance|Thriller,1946,0
931,Mystery|Romance|Thriller,1945,0
932,Drama|Romance,1957,0
933,Crime|Mystery|Romance|Thriller,1955,0
934,Comedy,1950,0
935,Comedy|Musical,1953,0
936,Comedy|Romance,1939,0
937,Comedy|Romance,1957,0
938,Musical,1958,0
940,Action|Adventure|Romance,1938,0
941,Adventure,1940,0
942,Crime|Film-Noir|Mystery,1944,0
943,Drama|Fantasy|Romance,1947,0
944,Drama,1937,0
945,Comedy|Musical|Romance,1935,0
946,Comedy|Drama|War,1942,0
947,Comedy|Romance,1936,0
948,Drama|Romance|Western,1956,0
949,Drama,1955,0
950,Comedy|Crime,1934,0
951,Comedy|Romance,1940,0
952,Adventure|Comedy,1956,0
953,Children|Drama|Fantasy|Romance,1946,0
954,Drama,1939,0
955,Comedy|Romance,1938,0
956,Drama|Romance,1941,0
959,Drama,1934,0
961,Drama,1936,0
963,Musical,1949,0
965,Drama|Mystery|Thriller,1935,0
968,Horror|Sci-Fi|Thriller,1968,0
969,Adventure|Comedy|Romance|War,1951,0
970,Adventure|Comedy|Crime|Drama|Romance,1953,0
971,Drama,1958,0
973,Comedy|Drama,1941,0
976,Romance|War,1932,0
979,Drama|War,1995,0
981,Drama,1997,0
982,Drama,1955,0
984,Comedy|Drama,1996,0
986,Adventure|Children,1996,0
987,Drama|Romance,1997,0
988,Comedy|Drama,1996,0
990,Action|Adventure|Thriller,1996,0
991,Drama,1996,0
993,Drama,1996,0
994,Comedy|Drama,1996,0
996,Action|Crime|Drama|Thriller,1996,0
998,Action|Crime,1996,0
999,Crime|Film-Noir,1996,0
1003,Drama|Thriller,1996,0
1004,Action|Thriller,1996,0
1005,Children|Comedy,1996,0
1006,Drama,1996,0
1007,Children|Comedy|Western,1975,0
1008,Adventure|Western,1955,0
1009,Adventure|Children|Fantasy,1975,0
1010,Children|Comedy,1969,0
1011,Children|Comedy|Fantasy|Romance,1974,0
1012,Children|Drama,1957,0
1013,Children|Comedy|Romance,1961,0
1014,Children|Comedy|Drama,1960,0
1015,Adventure|Children|Drama,1993,0
1016,Children|Comedy,1959,0
1017,Adventure|Children,1960,0
1018,Children|Comedy|Mystery,1965,0
1019,Adventure|Drama|Sci-Fi,1954,0
1020,Comedy,1993,0
1021,Children|Comedy,1994,0
1022,Animation|Children|Fantasy|Musical|Romance,1950,0
1023,Animation|Children|Musical,1968,0
1024,Animation|Children|Musical,1945,0
1025,Animation|Children|Fantasy|Musical,1963,0
1027,Adventure|Drama,1991,0
1028,Children|Comedy|Fantasy|Musical,1964,0
1029,Animation|Children|Drama|Musical,1941,0
1030,Adventure|Animation|Children|Musical,1977,0
1031,Adventure|Children|Musical,1971,0
1032,Adventure|Animation|Children|Fantasy|Musical,1951,0
1033,Animation|Children|Drama,1981,0
1034,Comedy|Crime|Drama|Thriller,1996,0
1035,Musical|Romance,1965,0
1036,Action|Crime|Thriller,1988,0
1037,Action|Horror|Sci-Fi|Thriller,1992,0
1040,Drama,1996,0
1041,Drama,1996,0
1042,Comedy|Drama,1996,0
1043,Drama|Romance,1996,0
1046,Drama|Romance,1996,0
1047,Action|Drama|Thriller,1996,0
1049,Action|Adventure,1996,0
1050,Documentary|Drama,1996,0
1051,Drama,1996,0
1053,Crime|Drama|Romance,1996,0
1054,Drama,1996,0
1055,Thriller,1997,0
1056,Drama,1996,0
1057,Comedy|Musical|Romance,1996,0
1059,Drama|Romance,1996,0
1060,Comedy|Drama,1996,0
1061,Thriller,1996,0
1064,Animation|Children|Comedy|Fantasy|Musical|Romance,1996,0
1066,Comedy|Musical|Romance,1937,0
1068,Crime|Film-Noir,1947,0
1073,Children|Comedy|Fantasy|Musical,1971,0
1076,Drama|Horror|Thriller,1961,0
1077,Comedy|Sci-Fi,1973,0
1078,Comedy|War,1971,0
1079,Comedy|Crime,1988,0
1080,Comedy,1979,0
1081,Comedy|Musical|Romance,1982,0
1082,Drama,1972,0
1083,Comedy|Musical,1965,0
1084,Crime|Drama,1967,0
1085,Adventure|Drama,1958,0
1086,Crime|Mystery|Thriller,1954,0
1088,Drama|Musical|Romance,1987,0
1089,Crime|Mystery|Thriller,1992,0
